pirat,hirat,lvrat,unemp,chist,mhist,phist,selfemp,insurance,condomin,afam,single,hschool,deny
0.22,0.21,0.891304348,4.300000191,1,2,no,yes,no,no,no,no,yes,no
0.28,0.27,0.480851064,10.60000038,2,1,no,no,no,no,no,no,yes,no
0.28,0.26,0.949275362,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.31,0.3,0.743589744,3.599999905,1,2,no,no,no,no,no,yes,yes,no
0.37,0.23,0.785714286,3.099999905,3,1,no,no,no,no,no,no,yes,no
0.32,0.29,0.909836066,3.200000048,5,2,no,no,no,no,yes,no,yes,no
0.39,0.23,0.505434783,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.39,0.25,0.898809524,2,2,1,no,no,no,no,no,no,yes,no
0.18,0.12,0.557939914,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.38,0.18,0.873134328,4.300000191,1,1,no,no,yes,no,no,yes,yes,yes
0.38,0.33,0.796992481,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.26,0.26,0.739583333,4.300000191,2,2,no,no,no,no,no,yes,yes,no
0.36,0.31,0.922764228,4.300000191,3,1,yes,yes,no,no,no,yes,yes,no
0.27,0.24,0.22,10.60000038,1,2,no,no,no,no,no,yes,yes,no
0.24,0.24,0.692592593,3.200000048,1,2,no,yes,no,no,no,no,yes,no
0.25,0.17,0.644827586,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.28,0.24,0.796296296,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.39,0.28,0.476190476,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.38,0.3,0.693333333,2,2,2,no,no,no,no,no,no,yes,no
0.15,0.13,0.214285714,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.23,0.14,0.846153846,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.2,0.19,0.839285714,3.200000048,6,2,no,yes,no,yes,no,no,yes,no
0.32,0.26,0.902027027,3.200000048,5,3,no,yes,no,yes,no,no,yes,no
0.35,0.2,0.8,2,3,2,no,no,no,no,no,no,yes,no
0.46,0.46,0.771428571,10.60000038,1,2,no,no,no,no,no,yes,yes,no
0.21,0.16,0.892473118,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.31,0.25,0.902702703,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.29,0.26,0.8,10.60000038,1,2,no,yes,no,no,no,yes,yes,no
0.31,0.26,0.904761905,2,1,2,no,no,no,no,yes,yes,yes,no
0.33,0.2,0.8,8.899999619,1,2,no,yes,no,no,no,no,yes,no
0.33,0.2,0.8,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.43,0.27,0.5,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.37,0.32,0.775,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.34,0.31,0.774647887,2,2,1,no,no,no,no,no,yes,yes,no
0.43,0.42,0.888157895,3.900000095,1,2,no,no,yes,no,no,yes,yes,yes
0.36,0.35,0.835526316,3.900000095,1,2,no,no,no,no,no,yes,yes,yes
0.78,0.72,0.9,3.599999905,1,2,no,no,no,yes,no,no,yes,yes
0.38,0.17,0.6875,2,1,1,no,no,no,no,no,yes,yes,no
0.37,0.31,0.649305556,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.37,0.31,0.149305556,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.42,0.23,0.654545455,2,2,1,no,no,no,no,no,no,yes,no
0.33,0.25,0.795031056,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.41,0.29,0.852564103,3.200000048,3,2,no,no,no,no,yes,yes,yes,no
0.38,0.32,0.797202797,5.300000191,1,2,no,no,no,yes,yes,no,no,no
0.33,0.33,0.774193548,2,1,2,no,no,no,yes,no,yes,yes,no
0.39,0.38,0.8,10.60000038,4,2,no,yes,no,yes,no,yes,yes,no
0.27,0.23,0.8,3.200000048,4,2,no,no,no,yes,yes,yes,yes,yes
0.63,0.24,0.788888889,3.200000048,5,2,yes,no,no,no,yes,yes,yes,yes
0.43,0.38,0.803782496,8.899999619,5,2,no,no,no,yes,no,no,no,yes
0.33,0.23,0.8,3.200000048,3,2,yes,no,no,yes,yes,yes,yes,no
0.38,0.33,0.798449612,2,2,2,no,no,no,yes,yes,yes,yes,yes
0.37,0.18,0.805755396,3.900000095,5,2,no,no,no,yes,yes,no,yes,yes
0.21,0.13,0.804123711,3.200000048,6,2,yes,yes,no,no,yes,yes,yes,yes
0.21,0.21,0.8,3.200000048,3,2,no,no,no,yes,yes,yes,yes,no
0.23,0.18,1,3.900000095,2,2,yes,no,no,yes,yes,no,yes,no
0.57,0.36,1.028571429,4.300000191,1,2,no,yes,no,yes,no,yes,yes,yes
0.27,0.23,0.8,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.33,0.23,1,3.900000095,1,2,no,no,no,yes,no,no,yes,no
0.47,0.3,0.70155902,5.300000191,1,1,no,yes,no,no,no,no,yes,no
0.32,0.29,0.735981308,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.29,0.23,0.910067114,3.200000048,6,1,no,no,no,no,no,no,yes,no
0.47,0.15,0.393982808,3.200000048,2,1,no,yes,no,no,no,no,yes,no
0.53,0.3,0.665322581,4.300000191,2,1,no,no,no,no,no,no,yes,no
0.31,0.31,0.803738318,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.39,0.28,0.748427673,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.36,0.26,0.84,3.900000095,4,1,no,no,no,no,no,no,yes,no
0.42,0.21,0.795744681,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.36,0.27,0.899371069,2,3,2,no,no,no,no,no,no,yes,no
0.35,0.29,0.72972973,1.799999952,1,2,no,no,no,no,no,yes,yes,no
0.26,0.22,0.842342342,3.200000048,5,2,no,no,no,no,no,yes,yes,no
0.22,0.21,0.463157895,3.200000048,2,2,no,no,no,yes,no,no,yes,no
0.14,0.14,0.261538462,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.32,0.23,0.797029703,3.099999905,5,2,no,no,no,no,no,no,yes,no
0.28,0.27,0.742990654,1.799999952,4,2,no,no,no,no,no,yes,yes,no
0.37,0.3,0.771428571,10.60000038,2,2,no,no,no,no,yes,yes,yes,no
0.28,0.26,0.748,3.200000048,2,2,no,yes,no,no,no,no,yes,no
0.29,0.25,0.479674797,4.300000191,2,2,no,no,no,no,no,yes,yes,no
0.27,0.25,0.803571429,3.200000048,5,2,no,no,no,no,yes,no,yes,no
0.25,0.24,0.803030303,3.099999905,2,2,no,no,no,no,no,yes,yes,no
0.26,0.18,0.8,3.099999905,2,2,no,no,no,no,no,no,yes,no
0.3,0.29,0.37037037,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.5,0.29,0.79876161,3.599999905,2,1,no,no,no,no,no,no,yes,yes
0.38,0.19,0.788461538,8.899999619,6,2,no,no,no,no,no,no,yes,no
0.4,0.25,0.838187702,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.34,0.28,0.792134831,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.32,0.31,0.79245283,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.26,0.21,0.705882353,3.200000048,2,2,no,no,no,no,no,no,yes,no
0.2,0.2,0.508474576,10.60000038,1,2,no,yes,no,no,no,no,yes,no
0.29,0.23,0.844036697,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.32,0.27,0.899280576,10.60000038,3,2,no,no,no,no,no,yes,yes,no
0.39,0.34,0.799485861,3.200000048,1,1,no,no,no,no,yes,yes,yes,yes
0.19,0.18,0.74375,3.099999905,1,2,no,no,no,no,no,yes,yes,no
0.37,0.32,0.898550725,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.41,0.3,0.555555556,3.900000095,1,1,no,no,no,no,no,no,yes,no
0.38,0.23,0.794642857,3.099999905,2,2,no,no,no,no,no,yes,yes,yes
0.33,0.28,0.88,10.60000038,1,2,no,no,no,yes,no,no,yes,no
0.349000015,0.202000008,0.909248328,3.200000048,5,1,no,no,no,yes,no,yes,yes,no
0.384000015,0.302999992,0.431372549,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.31,0.2,0.495049505,2,1,1,no,no,no,no,no,no,yes,no
0.27,0.27,0.18404908,3.200000048,1,2,no,yes,no,no,no,yes,yes,no
0.395999985,0.148000002,0.281690141,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.26,0.2,0.468085106,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.369000015,0.335999985,0.918518519,2,2,2,no,no,no,no,no,no,yes,no
0.31,0.196000004,1,10.60000038,6,4,no,no,no,no,no,no,yes,yes
0.352999992,0.31,0.428571429,2,3,2,no,no,no,no,no,no,yes,no
0.276000004,0.208999996,0.464480874,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.31,0.31,0.297619048,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.38,0.33,0.880952381,3.200000048,1,3,no,no,no,yes,no,yes,yes,no
0.37,0.16,0.769230769,4.300000191,1,3,no,yes,no,yes,no,no,yes,no
0.36,0.22,0.904761905,3.900000095,2,2,no,no,no,no,no,no,yes,no
0.35,0.23,0.913793103,2,1,2,no,no,no,yes,no,no,yes,no
0.36,0.34,0.897959184,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.395999985,0.16,0.789473684,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.36,0.28,0.888888889,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.36,0.31,0.831081081,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.27,0.27,0.5,4.300000191,1,1,no,no,no,no,no,yes,yes,no
0.31,0.28,0.802631579,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.34,0.28,0.8,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.29,0.24,0.9,3.200000048,6,2,no,no,no,yes,no,no,yes,no
0.42,0.42,0.775862069,3.200000048,1,1,no,no,no,no,no,no,yes,no
3,3,0.571428571,10.60000038,1,3,no,yes,no,no,no,no,no,yes
0.33,0.29,0.807142857,10.60000038,1,2,no,yes,no,no,no,yes,yes,no
0.32,0.21,0.9,3.900000095,1,2,no,no,no,no,no,yes,yes,no
0.3,0.2,0.8,4.300000191,6,2,yes,no,no,no,no,no,yes,yes
0.29,0.24,0.944444444,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.28,0.17,0.62962963,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.37,0.3,0.928571429,3.200000048,2,2,no,no,no,no,yes,no,yes,no
0.37,0.35,0.843023256,1.799999952,1,2,no,no,no,yes,no,no,yes,no
0.19,0.16,0.428571429,10.60000038,2,2,no,no,no,yes,no,yes,yes,no
0.36,0.29,0.549450549,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.83,0.72,0.716292135,3.599999905,3,2,no,no,no,no,no,yes,yes,no
0.29,0.16,0.40625,3.599999905,1,2,no,no,no,no,no,yes,yes,no
0.37,0.31,0.9,3.599999905,3,2,no,no,no,yes,yes,yes,yes,no
0.21,0.21,0.555555556,3.599999905,2,2,yes,no,no,no,no,no,yes,no
0.21,0.19,0.551470588,3.599999905,1,2,no,no,no,no,no,yes,no,no
0.29,0.28,0.333333333,3.599999905,2,2,no,no,no,no,no,yes,yes,no
0.21,0.14,0.952941176,3.599999905,5,2,no,no,no,no,no,yes,yes,no
0.42,0.32,0.8,3.599999905,2,2,no,no,no,yes,no,yes,yes,no
0.22,0.21,0.6875,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.27,0.23,0.698224852,3.599999905,2,2,no,no,no,no,no,no,yes,no
0.43,0.34,0.952380952,3.599999905,1,2,no,no,no,yes,yes,yes,yes,no
0.37,0.2,0.896774194,3.599999905,6,2,yes,no,yes,yes,no,no,yes,yes
0.29,0.29,0.95,3.599999905,4,2,no,no,no,yes,no,yes,yes,no
0.17,0.13,0.031510658,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.34,0.24,0.901315789,3.599999905,5,2,no,no,no,no,no,yes,yes,no
0.16,0.16,0.36,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.13,0.12,0.526315789,3.599999905,2,2,no,no,no,no,no,no,yes,no
0.31,0.24,0.609418283,3.599999905,2,1,no,no,no,no,no,no,yes,no
0.23,0.23,0.72147651,3.599999905,5,2,no,yes,no,no,no,no,yes,no
0.2,0.18,0.8,3.599999905,2,1,no,no,no,yes,no,yes,yes,no
0.21,0.19,0.298507463,3.599999905,2,2,no,no,no,no,no,no,yes,no
0.24,0.22,0.773480663,3.599999905,2,1,no,no,no,no,no,no,yes,no
0.22,0.22,0.5,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.25,0.17,0.588235294,3.599999905,3,2,no,no,no,no,no,yes,yes,no
0.34,0.29,0.832,3.599999905,3,2,no,no,no,yes,no,yes,yes,no
0.4,0.31,0.436681223,3.599999905,2,1,no,no,no,no,no,no,yes,no
0.29,0.25,0.666666667,3.599999905,2,1,no,no,no,no,no,no,yes,no
0.29,0.22,0.699300699,3.599999905,2,2,no,no,no,no,no,no,yes,no
0.14,0.14,0.279069767,3.599999905,1,2,no,no,no,yes,yes,no,yes,no
0.41,0.31,1,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.37,0.28,0.869565217,3.599999905,1,2,no,no,no,yes,yes,yes,yes,no
0.43,0.43,0.952380952,3.599999905,5,2,no,no,no,yes,yes,yes,yes,no
0.26,0.26,0.902857143,3.599999905,1,2,no,no,no,yes,no,no,yes,no
0.23,0.23,0.952941176,3.599999905,5,2,no,no,no,yes,no,yes,yes,no
0.217000008,0.212999992,0.638888889,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.37,0.322000008,0.731707317,3.099999905,1,2,no,no,no,yes,no,yes,yes,no
0.332000008,0.293999996,0.9,1.799999952,6,2,no,no,no,no,no,no,yes,no
0.3,0.232000008,0.786885246,3.200000048,2,1,no,yes,no,no,no,yes,yes,no
0.370999985,0.261000004,0.688405797,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.35,0.237000008,0.839378238,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.17,0.136999998,0.22875817,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.261800003,0.123299999,0.7375,3.099999905,6,2,no,no,no,yes,no,no,yes,no
0.218999996,0.21,0.743243243,8.899999619,5,2,no,no,no,no,no,no,yes,no
0.347999992,0.327000008,0.8,3.099999905,4,2,no,no,no,yes,no,no,yes,no
0.36,0.36,0.678294574,3.200000048,6,2,no,no,no,no,no,no,yes,no
0.43,0.11,0.537414966,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.27,0.22,0.197594502,3.599999905,3,1,no,no,no,no,no,no,yes,no
0.36,0.28,0.951724138,3.200000048,5,1,no,no,no,no,no,no,yes,no
0.27,0.23,0.676258993,1.799999952,5,2,yes,no,no,no,no,no,yes,no
0.31,0.29,0.943396226,3.599999905,2,1,no,no,no,no,yes,yes,yes,no
0.35,0.3,0.879699248,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.36,0.28,0.893617021,3.099999905,6,2,no,no,no,no,no,yes,yes,no
0.26,0.25,0.428571429,10.60000038,6,2,yes,yes,no,no,no,no,yes,no
0.36,0.31,1.033613445,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.32,0.3,0.86440678,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.28,0.23,0.917197452,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.34,0.23,0.801652893,2,1,1,no,no,no,no,no,yes,yes,no
0.25,0.24,0.613636364,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.35,0.26,1.127118644,3.200000048,1,2,no,no,no,no,no,no,yes,yes
0.12,0.07,0.696202532,3.200000048,1,1,no,yes,no,yes,no,yes,yes,no
0.33,0.32,0.584415584,3.900000095,1,1,no,no,no,yes,no,no,yes,no
0.26,0.17,0.787096774,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.2,0.2,0.715189873,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.31,0.21,0.953271028,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.2,0.2,0.92,10.60000038,6,2,no,no,no,no,no,yes,yes,yes
0.37,0.29,1.14084507,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.31,0.19,0.281842818,3.599999905,1,1,no,no,no,yes,no,yes,yes,no
0.38,0.28,0.625,3.599999905,1,2,no,no,no,yes,no,yes,yes,no
0.29,0.09,0.493333333,3.599999905,1,1,no,yes,no,yes,no,no,yes,no
0.35,0.26,0.918032787,3.599999905,1,1,no,no,no,no,no,no,yes,no
0.4,0.26,0.899305556,3.599999905,1,1,no,no,no,no,no,yes,yes,no
0.34,0.23,0.920245399,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.33,0.24,0.422580645,10.60000038,1,1,no,yes,no,no,yes,no,yes,no
0.31,0.21,0.763265306,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.41,0.29,1.201550388,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.24,0.26,0.495978552,3.599999905,3,1,no,no,no,no,no,no,yes,yes
0.24,0.11,0.748387097,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.38,0.2,0.797297297,3.200000048,6,1,no,no,no,no,yes,no,yes,no
0.33,0.31,0.87244898,3.200000048,2,2,no,no,no,no,no,yes,yes,no
0.32,0.17,0.65408805,3.200000048,1,1,no,no,no,yes,no,no,yes,no
0.37,0.28,0.905325444,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.38,0.23,0.47,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.31,0.28,0.7875,10.60000038,2,2,no,no,no,no,no,yes,yes,no
0.31,0.31,0.596685083,3.599999905,6,2,no,no,no,no,yes,yes,yes,yes
0.35,0.26,0.929487179,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.31,0.29,0.783783784,3.599999905,1,1,no,no,no,yes,no,no,yes,no
0.24,0.23,0.273972603,3.599999905,1,2,no,no,no,no,no,yes,yes,no
0.35,0.16,0.64516129,3.599999905,1,2,no,no,no,no,no,no,yes,no
0.37,0.3,0.784810127,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.3,0.28,0.923611111,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.31,0.31,0.928571429,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.17,0.17,0.249350649,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.37,0.29,0.747368421,3.200000048,1,2,no,no,no,no,yes,no,yes,no
0.24,0.15,0.753424658,3.200000048,1,2,no,no,no,yes,no,no,yes,yes
0.35,0.28,0.14516129,3.200000048,1,1,no,no,no,yes,no,yes,yes,yes
0.35,0.28,0.741935484,3.200000048,2,1,no,no,no,yes,no,yes,yes,yes
0.32,0.23,0.797468354,4.300000191,5,2,no,no,no,no,no,yes,yes,no
0.33,0.28,0.847058824,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.35,0.26,0.788235294,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.39,0.18,0.947368421,5.300000191,6,1,no,no,no,yes,no,yes,yes,yes
0.28,0.27,0.665467626,3.200000048,6,2,no,no,no,yes,no,yes,yes,no
0.4,0.31,0.894444444,3.200000048,6,2,no,no,no,no,no,no,yes,yes
0.47,0.22,0.315926893,3.200000048,1,1,no,yes,no,yes,yes,yes,yes,no
0.38,0.28,0.571428571,3.099999905,1,2,no,no,no,yes,no,yes,yes,no
0.39,0.23,0.888888889,4.300000191,6,3,no,no,no,yes,no,yes,yes,no
0.32,0.23,0.87394958,10.60000038,6,2,no,no,no,no,no,no,yes,no
0.37,0.3,0.456937799,3.099999905,6,1,no,yes,no,no,no,no,yes,no
0.49,0.27,0.199481865,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.17,0.09,0.756906077,4.300000191,1,1,no,yes,no,yes,no,no,yes,no
0.33,0.29,0.584415584,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.33,0.27,0.339622642,4.300000191,5,2,no,yes,no,no,yes,no,yes,no
0.27,0.26,0.795698925,3.900000095,1,2,no,no,no,yes,no,yes,yes,no
0.32,0.29,1.095652174,3.200000048,5,1,no,no,no,yes,no,yes,yes,no
0.35,0.27,0.928301887,3.599999905,1,1,no,no,no,no,no,no,yes,no
0.33,0.31,0.744444444,3.200000048,1,2,no,no,no,yes,no,no,yes,no
0.29,0.29,0.794701987,3.599999905,1,2,no,yes,no,no,no,no,yes,no
0.32,0.22,0.795180723,2,1,2,no,no,no,no,no,yes,yes,no
0.37,0.26,0.895348837,2,1,2,no,no,no,no,no,yes,yes,no
0.26,0.25,0.892307692,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.35,0.27,0.885135135,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.26,0.25,0.916129032,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.31,0.2,0.770588235,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.35,0.3,0.8,3.200000048,1,2,no,no,no,no,no,yes,yes,no
0.55,0.32,0.903030303,4.300000191,2,2,no,no,no,no,yes,yes,no,yes
0.31,0.28,0.773972603,2,1,2,no,no,no,no,no,no,yes,no
0.24,0.14,0.545454545,3.599999905,2,1,no,no,no,no,no,no,yes,no
0.34,0.31,0.801282051,3.200000048,1,2,no,yes,no,no,no,yes,yes,no
0.3,0.23,0.902857143,3.200000048,6,2,yes,no,no,no,yes,no,yes,yes
0.33,0.32,0.745762712,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.37,0.31,0.899224806,3.200000048,3,2,yes,no,no,yes,no,yes,yes,yes
0.25,0.2,0.802721088,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.29,0.21,0.783505155,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.32,0.2,0.888157895,3.200000048,2,1,no,no,no,no,no,yes,yes,no
0.36,0.15,0.769230769,3.099999905,2,1,no,no,no,yes,no,no,yes,no
0.24,0.23,0.790419162,3.200000048,1,1,no,no,no,no,no,yes,yes,no
0.1,0.04,0.8,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.34,0.28,0.896551724,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.43,0.3,0.666666667,10.60000038,2,3,yes,no,no,no,no,yes,yes,no
0.39,0.3,0.713012478,4.300000191,1,2,no,yes,no,no,no,yes,yes,no
0.31,0.28,0.776223776,4.300000191,2,2,no,no,no,no,no,yes,yes,no
0.37,0.26,0.676923077,5.300000191,2,2,no,no,no,yes,no,yes,yes,no
0.31,0.25,0.59970015,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.37,0.26,0.498575499,5.300000191,2,1,no,no,no,no,no,yes,yes,no
0.24,0.2,0.648330059,1.799999952,1,2,no,yes,no,no,no,no,yes,no
0.37,0.24,0.655976676,1.799999952,1,1,no,no,no,no,no,no,yes,no
0.35,0.27,1,3.200000048,1,2,no,no,no,yes,no,yes,yes,no
0.29,0.26,0.7,10.60000038,2,1,no,yes,no,no,no,no,yes,no
0.29,0.28,0.364415863,3.900000095,2,1,no,no,no,no,no,no,yes,no
0.07,0.07,0.752238806,10.60000038,1,1,no,yes,no,no,no,no,yes,no
0.36,0.33,0.8,2,1,2,no,no,no,no,no,no,yes,no
0.25,0.22,0.528301887,10.60000038,1,1,no,no,no,no,no,no,yes,no
0.21,0.18,0.703703704,10.60000038,1,2,no,yes,no,no,no,no,yes,no
0.13,0.1,0.454545455,4.300000191,2,1,no,no,no,no,no,no,yes,no
0.34,0.23,1,4.300000191,2,4,yes,no,no,yes,no,yes,yes,no
0.39,0.33,0.724137931,3.200000048,2,1,no,no,no,no,no,no,yes,no
0.3,0.29,0.682593857,2,2,2,no,no,no,no,no,yes,yes,no
0.29,0.17,1,3.099999905,1,2,no,no,no,yes,no,no,yes,no
0.17,0.12,0.498489426,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.37,0.27,0.477099237,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.44,0.37,0.821238938,3.200000048,2,2,no,yes,no,no,no,no,yes,yes
0.37,0.28,0.659340632,3.200000048,5,1,no,no,no,no,no,no,yes,no
0.25,0.23,0.765110959,3.099999905,1,1,no,no,no,no,no,no,yes,no
0.26,0.25,0.995184603,1.799999952,2,2,no,no,no,yes,no,yes,yes,no
0.75,0.29,0.448717949,8.899999619,1,2,no,no,no,no,no,yes,yes,yes
0.175,0.12,0.508474576,4.300000191,1,2,no,no,no,no,no,yes,yes,no
0.18,0.18,0.745098039,1.799999952,1,2,no,no,no,no,no,no,yes,no
0.35,0.3,0.446351931,3.200000048,1,1,no,yes,no,no,no,no,yes,no
0.276000004,0.26,1,3.200000048,1,2,no,no,no,yes,yes,yes,yes,no
0.28,0.28,0.946236559,3.900000095,1,2,no,no,no,no,no,yes,yes,yes
0.33,0.22,0.858333333,3.200000048,5,2,no,no,no,yes,yes,no,yes,no
0.18,0.18,0.604395604,4.300000191,4,2,no,no,no,yes,no,yes,yes,no
0.48,0.34,0.604395604,3.200000048,2,2,no,yes,no,yes,yes,yes,yes,no
0.19,0.19,0.833333333,3.200000048,4,2,no,no,no,yes,no,no,yes,no
0.4,0.3,0.927272727,3.200000048,5,2,no,no,no,yes,yes,yes,yes,no
0.55,0.23,0.574712644,3.200000048,3,2,no,no,no,yes,no,no,no,no
0.39,0.28,0.803738318,3.900000095,4,2,no,no,no,yes,yes,yes,yes,no
0.691999969,0.377999992,0.8,3.200000048,5,2,no,yes,no,no,no,no,yes,yes
0.405999985,0.29,1.14,3.200000048,1,1,no,no,no,no,no,no,yes,no
0.412000008,0.307999992,1.000676174,2,1,2,no,no,no,yes,no,yes,yes,yes
0.3,0.265,0.948148148,3.200000048,2,2,no,no,no,no,no,no,no,yes
0.347999992,0.163999996,0.779166667,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.325,0.272000008,0.903448276,4.300000191,1,1,no,no,no,yes,no,yes,yes,no
0.359000015,0.28,0.8,4.300000191,3,1,no,no,no,no,yes,no,yes,no
0.3,0.265,0.903703704,3.200000048,2,2,no,no,no,no,no,no,no,no
0.267000008,0.185,0.794444444,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.33,0.31,0.780952381,2,1,2,no,no,no,yes,no,yes,yes,no
0.305,0.225,0.684210526,2,5,1,no,no,no,no,no,no,yes,no
0.32,0.28,0.873333333,3.200000048,1,2,no,yes,no,yes,no,yes,yes,no
0.37,0.25,0.942675159,10.60000038,1,2,no,no,no,no,no,no,yes,no
0.243999996,0.203999996,0.692307692,4.300000191,1,2,no,yes,no,no,no,no,yes,no
0.324000015,0.3,0.746268657,4.300000191,1,1,no,no,no,no,no,no,yes,no
0.35,0.292000008,0.884848485,3.200000048,6,2,yes,no,no,no,yes,no,yes,yes
0.38,0.14,0.777464789,4.300000191,2,2,no,no,no,no,no,no,yes,no
0.24,0.197000008,0.868852459,1.799999952,1,2,no,no,no,yes,no,yes,yes,no
0.312000008,0.257000008,0.801169591,4.300000191,1,2,no,no,no,no,no,no,yes,no
0.32,0.258999996,0.676470588,3.099999905,1,2,no,no,no,no,no,no,yes,no
0.36,0.182999992,0.794642857,3.099999905,2,2,no,no,no,no,no,yes,yes,no
0.176000004,0.12,0.671875,3.200000048,2,2,no,yes,no,no,no,no,yes,no
0.31,0.24,0.803030303,10.60000038,1,2,no,yes,no,no,no,yes,yes,no
0.27,0.23,0.775,3.200000048,1,2,no,no,no,no,no,no,yes,no
0.3,0.3,0.5,3.099999905,6,2,yes,no,no,no,no,yes,yes,yes
0.41,0.21,0.90052356,1.799999952,2,1,no,no,no,no,no,no,yes,yes
0.19,0.12,0.411764706,3.900000095,1,2,no,no,no,no,no,no,yes,no
0.2,0.19,0.534285714,3.200000048,6,1,no,no,no,no,no,no,yes,no
