Public Opinion,Past Use,Religion,Sex,Age,Education,Race,Income,Party Affiliation,Household Size,State,Eventually Legalized
medicinal,No,Agnostic (not sure if there is a God),Male,35,Less than HS,Hispanic or Latino,"Less than $10,000",Independent,6,California,"No, it will not"
medicinal,Yes,Agnostic (not sure if there is a God),Female,29,Postgraduate Degree,Asian or Asian-American,"100 to under $150,000",Democrat,2,California,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,65,Associate Degree,Hispanic or Latino,"100 to under $150,000",Independent,1,Nevada,"Yes, it will"
personal,No,Roman Catholic (Catholic),Male,24,Some College,White,"50 to under $75,000",Democrat,4,Nevada,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,34,Less than HS,White,"10 to under $20,000",Democrat,4,California,"Yes, it will"
personal,Yes,Christian (VOL.),Male,65,Some College,White,"10 to under $20,000",Independent,2,Oregon,"Yes, it will"
notlegal,Yes,Nothing in particular,Male,28,HS,White,"40 to under $50,000",Republican,2,California,"Yes, it will"
personal,No,Atheist (do not believe in God),Male,42,Postgraduate Degree,White,"40 to under $50,000",Democrat,1,Massachusetts,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,53,HS Incomplete,Native American,"10 to under $20,000",Democrat,3,California,"Yes, it will"
personal,Yes,Nothing in particular,Female,84,Some College,White,"20 to under $30,000",Independent,1,Washington,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,27,Four year college,White,"50 to under $75,000",Independent,4,New Mexico,"Yes, it will"
personal,No,Mormon (Church of Jesus Christ of Latter-day Saints/LDS),Male,36,Postgraduate Degree,White,"75 to under $100,000",Independent,4,California,"Yes, it will"
medicinal,No,Hindu,Female,31,Postgraduate Degree,Native American,"100 to under $150,000",Democrat,2,California,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,43,Some College,White,"Less than $10,000",Republican,2,California,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Female,58,Four year college,White,"50 to under $75,000",Democrat,2,Arizona,"Yes, it will"
medicinal,Yes,Christian (VOL.),Female,52,Associate Degree,White,"40 to under $50,000",Independent,1,Colorado,"Yes, it will"
medicinal,Yes,Christian (VOL.),Male,32,HS,Black or African-American,"10 to under $20,000",Democrat,3,Florida,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,62,Associate Degree,White,"30 to under $40,000",Republican,2,Maine,"Yes, it will"
medicinal,No,Jewish (Judaism),Male,40,Postgraduate Degree,White,"$150,000 or more",Democrat,3,Ohio,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,66,Four year college,White,"75 to under $100,000",Independent,2,North Carolina,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,67,Postgraduate Degree,White,"50 to under $75,000",Independent,2,Pennsylvania,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,30,Less than HS,Hispanic or Latino,"10 to under $20,000",Independent,2,Georgia,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,25,Associate Degree,Black or African-American,"10 to under $20,000",Democrat,1,Virginia,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,58,HS,White,"100 to under $150,000",No preference (VOL.),4,New Jersey,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,41,HS,White,"75 to under $100,000",Democrat,3,West Virginia,"Yes, it will"
personal,No,Christian (VOL.),Male,44,Associate Degree,White,"50 to under $75,000",Democrat,4,Florida,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,38,Some College,White,"50 to under $75,000",Independent,2,Virginia,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,80,Some College,White,"50 to under $75,000",Independent,2,Oregon,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,33,Some College,White,"20 to under $30,000",Democrat,2,Arizona,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,42,Four year college,Black or African-American,"$150,000 or more",Independent,3,Oklahoma,"Yes, it will"
personal,Yes,Christian (VOL.),Male,21,Associate Degree,Black or African-American,"20 to under $30,000",Democrat,4,Wisconsin,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,56,Associate Degree,White,"50 to under $75,000",Republican,2,Nebraska,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,56,Four year college,White,"75 to under $100,000",Republican,2,Virginia,"Yes, it will"
medicinal,No,Christian (VOL.),Female,22,HS,Asian or Asian-American,"10 to under $20,000",Independent,4,New York,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,75,Four year college,White,"40 to under $50,000",Independent,2,South Carolina,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,61,Some College,White,"100 to under $150,000",Democrat,2,Maryland,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,18,HS,White,"50 to under $75,000",Republican,4,New Mexico,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,53,Associate Degree,White,"20 to under $30,000",Republican,1,Colorado,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,70,Four year college,White,"50 to under $75,000",Democrat,2,Arizona,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,60,Four year college,White,"$150,000 or more",Democrat,2,Arizona,"Yes, it will"
personal,No,"Orthodox (Greek, Russian, or some other orthodox church)",Male,31,Four year college,White,"$150,000 or more",Democrat,2,New Jersey,"Yes, it will"
medicinal,No,Muslim (Islam),Male,28,Postgraduate Degree,Asian or Asian-American,"50 to under $75,000",Republican,1,Virginia,"No, it will not"
medicinal,No,Hindu,Female,48,Postgraduate Degree,Asian or Asian-American,"$150,000 or more",Independent,5,Ohio,"No, it will not"
medicinal,Yes,Agnostic (not sure if there is a God),Female,18,HS Incomplete,White,"20 to under $30,000",Democrat,3,Illinois,"No, it will not"
personal,Yes,Roman Catholic (Catholic),Male,31,HS,White,"20 to under $30,000",Independent,2,Wyoming,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,30,HS,Native American,"100 to under $150,000",Republican,5,Colorado,"Yes, it will"
medicinal,Yes,Christian (VOL.),Male,50,Some College,White,"75 to under $100,000",Republican,3,Colorado,"No, it will not"
personal,Yes,Agnostic (not sure if there is a God),Male,74,Postgraduate Degree,White,"100 to under $150,000",Democrat,2,Oregon,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,55,Associate Degree,White,"50 to under $75,000",Republican,3,Arizona,"Yes, it will"
personal,No,Roman Catholic (Catholic),Male,20,Some College,White,"Less than $10,000",Independent,1,Wyoming,"No, it will not"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,74,HS,White,"20 to under $30,000",Independent,2,Kansas,"Yes, it will"
personal,Yes,Christian (VOL.),Female,21,HS,White,"75 to under $100,000",Democrat,2,Washington,"No, it will not"
medicinal,Yes,Nothing in particular,Female,52,HS,White,"10 to under $20,000",Independent,3,Washington,"Yes, it will"
personal,No,Roman Catholic (Catholic),Female,33,Postgraduate Degree,White,"100 to under $150,000",Democrat,2,Arizona,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,66,Postgraduate Degree,White,"$150,000 or more",Independent,2,Texas,"Yes, it will"
medicinal,No,Nothing in particular,Male,18,HS Incomplete,White,"10 to under $20,000",Democrat,3,Illinois,"Yes, it will"
medicinal,Yes,Christian (VOL.),Male,25,Some College,Black or African-American,"Less than $10,000",Democrat,1,Alabama,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Female,24,Four year college,White,"75 to under $100,000",Democrat,2,Maryland,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,28,Postgraduate Degree,White,"$150,000 or more",Republican,2,Massachusetts,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,50,HS,White,"10 to under $20,000",Independent,1,Pennsylvania,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,21,HS,White,"30 to under $40,000",Republican,5,Arkansas,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,55,HS,Black or African-American,"20 to under $30,000",Democrat,2,New York,"No, it will not"
medicinal,No,Nothing in particular,Male,60,HS,White,"10 to under $20,000",Republican,1,Kansas,"Yes, it will"
notlegal,No,Christian (VOL.),Female,76,Some College,White,"20 to under $30,000",Republican,2,Colorado,"No, it will not"
medicinal,No,Unitarian (Universalist) (VOL.),Female,59,Postgraduate Degree,White,"$150,000 or more",Democrat,2,Texas,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,19,Some College,White,"$150,000 or more",Democrat,4,Washington,"Yes, it will"
personal,Yes,Christian (VOL.),Male,21,Some College,White,"30 to under $40,000",Independent,5,Arizona,"Yes, it will"
personal,Yes,Nothing in particular,Female,31,HS,White,"10 to under $20,000",Independent,5,Oregon,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,33,HS,Black or African-American,"20 to under $30,000",Democrat,3,Mississippi,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,73,HS,White,"100 to under $150,000",Republican,3,Arizona,"Yes, it will"
medicinal,No,Christian (VOL.),Female,55,Associate Degree,White,"100 to under $150,000",Independent,4,California,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,18,HS,White,"10 to under $20,000",No preference (VOL.),5,California,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,21,Associate Degree,Black or African-American,"20 to under $30,000",Independent,4,Texas,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,67,Four year college,White,"40 to under $50,000",Republican,2,Pennsylvania,"Yes, it will"
personal,Yes,Atheist (do not believe in God),Male,26,Postgraduate Degree,White,"20 to under $30,000",Independent,2,Florida,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,35,Less than HS,Hispanic or Latino,"30 to under $40,000",Independent,5,California,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,55,HS,White,"40 to under $50,000",Republican,3,New Jersey,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Male,38,Less than HS,Hispanic or Latino,"10 to under $20,000",Independent,6,Ohio,"No, it will not"
medicinal,No,Muslim (Islam),Male,21,Some College,White,"20 to under $30,000",Independent,1,Georgia,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,28,Four year college,White,"100 to under $150,000",Republican,3,Pennsylvania,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,86,Associate Degree,White,"75 to under $100,000",Democrat,3,Florida,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,64,Postgraduate Degree,White,"40 to under $50,000",Republican,1,Ohio,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,63,Associate Degree,White,"10 to under $20,000",Republican,2,Indiana,"No, it will not"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,41,Some College,White,"20 to under $30,000",Democrat,6,North Carolina,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,81,HS,White,"20 to under $30,000",Republican,1,New York,"Yes, it will"
medicinal,No,Christian (VOL.),Female,48,Postgraduate Degree,White,"100 to under $150,000",Republican,4,Virginia,"Yes, it will"
personal,Yes,Agnostic (not sure if there is a God),Male,35,Four year college,White,"40 to under $50,000",Independent,4,New York,"Yes, it will"
personal,Yes,Nothing in particular,Male,61,Four year college,White,"$150,000 or more",Democrat,2,New York,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Female,43,Associate Degree,Hispanic or Latino,"75 to under $100,000",Democrat,2,North Carolina,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,43,Postgraduate Degree,White,"75 to under $100,000",Independent,5,Pennsylvania,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,42,HS,White,"20 to under $30,000",Independent,3,North Carolina,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Female,54,Some College,White,"100 to under $150,000",Republican,4,New York,"Yes, it will"
personal,Yes,Jewish (Judaism),Male,57,Some College,White,"50 to under $75,000",Democrat,5,Pennsylvania,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,50,Postgraduate Degree,White,"$150,000 or more",Independent,3,North Carolina,"Yes, it will"
personal,No,Nothing in particular,Female,69,Some College,White,"30 to under $40,000",Independent,1,New Hampshire,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,68,Associate Degree,White,"10 to under $20,000",Republican,4,Georgia,"Yes, it will"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,49,Some College,White,"50 to under $75,000",Independent,2,North Carolina,"Yes, it will"
personal,Yes,Christian (VOL.),Male,30,Postgraduate Degree,White,"40 to under $50,000",Independent,3,Massachusetts,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,18,HS Incomplete,White,"$150,000 or more",Independent,5,Massachusetts,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,49,HS,Black or African-American,"10 to under $20,000",Democrat,2,Pennsylvania,"No, it will not"
notlegal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,61,HS,White,"20 to under $30,000",Republican,1,South Carolina,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,42,Four year college,White,"75 to under $100,000",Independent,4,Georgia,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Female,25,Four year college,Asian or Asian-American,"30 to under $40,000",Independent,6,Illinois,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,50,Some College,White,"Less than $10,000",No preference (VOL.),1,Illinois,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,50,Some College,Black or African-American,"75 to under $100,000",Republican,1,Texas,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,63,HS Incomplete,White,"10 to under $20,000",Democrat,4,Alabama,"No, it will not"
personal,No,Roman Catholic (Catholic),Male,41,HS,White,"75 to under $100,000",Independent,2,Massachusetts,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,49,HS,White,"40 to under $50,000",Independent,2,Louisiana,"No, it will not"
personal,Yes,Muslim (Islam),Male,28,HS,White,"20 to under $30,000",Democrat,2,Maryland,"Yes, it will"
personal,No,Nothing in particular,Male,33,Four year college,Asian or Asian-American,"100 to under $150,000",Independent,1,North Carolina,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,44,Postgraduate Degree,White,"75 to under $100,000",Democrat,5,Minnesota,"Yes, it will"
personal,No,Nothing in particular,Male,25,HS,Black or African-American,"Less than $10,000",Republican,3,Mississippi,"No, it will not"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,33,HS,White,"$150,000 or more",Republican,1,Virginia,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,54,HS,Black or African-American,"100 to under $150,000",No preference (VOL.),3,Mississippi,"No, it will not"
medicinal,No,Roman Catholic (Catholic),Male,23,Four year college,White,"50 to under $75,000",Republican,2,Michigan,"No, it will not"
personal,Yes,Atheist (do not believe in God),Male,18,HS,Hispanic or Latino,"75 to under $100,000",Independent,3,Florida,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,32,HS Incomplete,White,"10 to under $20,000",Independent,4,New Hampshire,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,71,Some College,White,"75 to under $100,000",Independent,2,Ohio,"Yes, it will"
medicinal,No,Christian (VOL.),Female,55,Four year college,White,"30 to under $40,000",Republican,1,South Carolina,"Yes, it will"
personal,No,Roman Catholic (Catholic),Male,25,Some College,White,"50 to under $75,000",Independent,3,Maryland,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,30,Four year college,Black or African-American,"$150,000 or more",Democrat,2,Florida,"No, it will not"
medicinal,No,Christian (VOL.),Female,44,Four year college,Black or African-American,"75 to under $100,000",Democrat,3,Missouri,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,42,Four year college,White,"100 to under $150,000",Republican,5,Texas,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,22,HS Incomplete,White,"Less than $10,000",Independent,2,Texas,"Yes, it will"
personal,Yes,Nothing in particular,Female,30,HS,White,"Less than $10,000",Independent,1,Ohio,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,18,HS,White,"Less than $10,000",Independent,4,North Dakota,"Yes, it will"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,63,HS,Black or African-American,"10 to under $20,000",Democrat,1,Michigan,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,66,Associate Degree,White,"40 to under $50,000",Democrat,1,Illinois,"Yes, it will"
medicinal,No,Nothing in particular,Female,25,Four year college,White,"30 to under $40,000",Independent,4,Florida,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,33,Four year college,White,"100 to under $150,000",Independent,4,Minnesota,"Yes, it will"
personal,Yes,Nothing in particular,Male,19,HS,White,"40 to under $50,000",Democrat,5,New York,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,59,Postgraduate Degree,White,"50 to under $75,000",Democrat,1,North Dakota,"Yes, it will"
personal,Yes,Christian (VOL.),Male,24,HS,White,"40 to under $50,000",Independent,3,Minnesota,"No, it will not"
medicinal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,63,Some College,White,"$150,000 or more",Republican,3,Minnesota,"No, it will not"
medicinal,Yes,Unitarian (Universalist) (VOL.),Male,26,Associate Degree,White,"Less than $10,000",Independent,1,Maryland,"Yes, it will"
personal,Yes,Christian (VOL.),Female,33,Four year college,Black or African-American,"40 to under $50,000",Independent,3,Missouri,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,50,Some Postgraduate,White,"$150,000 or more",Republican,4,Illinois,"No, it will not"
personal,Yes,Nothing in particular,Female,25,Four year college,White,"40 to under $50,000",Democrat,2,Alaska,"Yes, it will"
notlegal,Yes,Nothing in particular,Male,29,Some College,Black or African-American,"10 to under $20,000",Independent,1,Wisconsin,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,25,Four year college,Black or African-American,"$150,000 or more",Democrat,2,Indiana,"Yes, it will"
notlegal,No,Hindu,Male,41,Postgraduate Degree,Asian or Asian-American,"$150,000 or more",Independent,4,Texas,"Yes, it will"
medicinal,Yes,Nothing in particular,Female,19,Some College,White,"20 to under $30,000",Democrat,2,Georgia,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,24,HS,White,"Less than $10,000",Republican,6,New York,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,36,HS Incomplete,White,"20 to under $30,000",Independent,5,Illinois,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,77,HS,White,"40 to under $50,000",Independent,1,Florida,"No, it will not"
personal,Yes,Jewish (Judaism),Female,34,Four year college,White,"50 to under $75,000",Democrat,2,Vermont,"Yes, it will"
notlegal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,37,Associate Degree,Black or African-American,"50 to under $75,000",Independent,2,Virginia,"Yes, it will"
personal,Yes,Jewish (Judaism),Female,19,Some College,White,"$150,000 or more",Independent,4,Maryland,"Yes, it will"
personal,Yes,Christian (VOL.),Male,38,Postgraduate Degree,White,"$150,000 or more",Republican,4,Arkansas,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,58,Associate Degree,White,"40 to under $50,000",Independent,1,Texas,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,36,Less than HS,Hispanic or Latino,"10 to under $20,000",Independent,6,New York,"Yes, it will"
notlegal,No,Roman Catholic (Catholic),Male,61,Four year college,White,"$150,000 or more",Independent,2,Missouri,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,42,HS,White,"Less than $10,000",Other party (VOL.),1,Pennsylvania,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Female,33,HS,Hispanic or Latino,"Less than $10,000",Republican,6,Kansas,"Yes, it will"
personal,Yes,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,62,Some College,White,"20 to under $30,000",Independent,2,Alabama,"Yes, it will"
personal,No,Agnostic (not sure if there is a God),Female,43,Four year college,White,"75 to under $100,000",Democrat,3,Connecticut,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,52,Some College,Black or African-American,"20 to under $30,000",Independent,6,Oklahoma,"Yes, it will"
medicinal,Yes,Roman Catholic (Catholic),Male,56,Four year college,White,"Less than $10,000",Democrat,2,Michigan,"No, it will not"
personal,Yes,Atheist (do not believe in God),Male,28,Postgraduate Degree,White,"75 to under $100,000",Independent,1,Minnesota,"Yes, it will"
personal,Yes,Christian (VOL.),Female,24,HS,Black or African-American,"10 to under $20,000",Democrat,2,Texas,"No, it will not"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,18,HS,White,"100 to under $150,000",Independent,4,Pennsylvania,"Yes, it will"
personal,Yes,Roman Catholic (Catholic),Male,56,Four year college,White,"40 to under $50,000",Democrat,2,Vermont,"Yes, it will"
medicinal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,40,Associate Degree,Black or African-American,"30 to under $40,000",Democrat,4,Alabama,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Female,63,Postgraduate Degree,White,"100 to under $150,000",Independent,2,Texas,"Yes, it will"
medicinal,Yes,Atheist (do not believe in God),Female,64,Some College,White,"30 to under $40,000",Democrat,2,Texas,"No, it will not"
personal,Yes,Atheist (do not believe in God),Female,23,Postgraduate Degree,White,"100 to under $150,000",Democrat,6,Massachusetts,"Yes, it will"
personal,Yes,Nothing in particular,Male,22,Postgraduate Degree,White,"100 to under $150,000",Independent,3,Oklahoma,"Yes, it will"
personal,No,"Protestant (Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, Episcopalian, Reformed, etc.)",Male,27,Postgraduate Degree,White,"40 to under $50,000",Democrat,2,Missouri,"Yes, it will"
notlegal,Yes,Nothing in particular,Male,64,Associate Degree,Black or African-American,"30 to under $40,000",Democrat,4,California,"Yes, it will"
medicinal,No,Roman Catholic (Catholic),Male,18,HS,Asian or Asian-American,"100 to under $150,000",Republican,4,South Carolina,"Yes, it will"
personal,No,Christian (VOL.),Male,18,HS Incomplete,Black or African-American,"50 to under $75,000",Independent,4,Tennessee,"No, it will not"
notlegal,Yes,Roman Catholic (Catholic),Male,29,HS,White,"30 to under $40,000",Independent,3,California,"No, it will not"
